Auction Date,Security,CUSIP,Tender Type,Tendered Amount,Accepted Amount
5/5/2003,13-Week Bill,912795NG2,Primary Dealer,30175000,10993500
5/5/2003,13-Week Bill,912795NG2,Direct Bidder,450000,55000
5/5/2003,13-Week Bill,912795NG2,Indirect Bidder,2149302,2089772
5/5/2003,13-Week Bill,912795NG2,Total Competitive,32774302,13138272
5/5/2003,26-Week Bill,912795NV9,Primary Dealer,27615000,11120405
5/5/2003,26-Week Bill,912795NV9,Direct Bidder,175000,75000
5/5/2003,26-Week Bill,912795NV9,Indirect Bidder,3262270,2562270
5/5/2003,26-Week Bill,912795NV9,Total Competitive,31052270,13757675
5/6/2003,3-Year Note,912828AY6,Primary Dealer,33595000,15708515
5/6/2003,3-Year Note,912828AY6,Direct Bidder,1975000,840000
5/6/2003,3-Year Note,912828AY6,Indirect Bidder,7325300,5177459
5/6/2003,3-Year Note,912828AY6,Total Competitive,42895300,21725974
5/6/2003,4-Week Bill,912795MQ1,Primary Dealer,20235500,5809596
5/6/2003,4-Week Bill,912795MQ1,Direct Bidder,900000,125000
5/6/2003,4-Week Bill,912795MQ1,Indirect Bidder,274000,21525
5/6/2003,4-Week Bill,912795MQ1,Total Competitive,21409500,5956121
5/7/2003,5-Day Bill,912795MZ1,Primary Dealer,36655000,10000160
5/7/2003,5-Day Bill,912795MZ1,Direct Bidder,0,0
5/7/2003,5-Day Bill,912795MZ1,Indirect Bidder,1750000,0
5/7/2003,5-Day Bill,912795MZ1,Total Competitive,38405000,10000160
5/7/2003,5-Year Note,912828AZ3,Primary Dealer,27992000,11908529
5/7/2003,5-Year Note,912828AZ3,Direct Bidder,710000,60000
5/7/2003,5-Year Note,912828AZ3,Indirect Bidder,8760300,5815273
5/7/2003,5-Year Note,912828AZ3,Total Competitive,37462300,17783802
5/8/2003,10-Year Note,912828BA7,Primary Dealer,17475000,13564933
5/8/2003,10-Year Note,912828BA7,Direct Bidder,83000,73000
5/8/2003,10-Year Note,912828BA7,Indirect Bidder,4199920,4193324
5/8/2003,10-Year Note,912828BA7,Total Competitive,21757920,17831257
5/12/2003,13-Week Bill,912795NH0,Primary Dealer,26890000,9350490
5/12/2003,13-Week Bill,912795NH0,Direct Bidder,225000,75000
5/12/2003,13-Week Bill,912795NH0,Indirect Bidder,3323861,2940933
5/12/2003,13-Week Bill,912795NH0,Total Competitive,30438861,12366423
5/12/2003,2-Day Bill,912795MM0,Primary Dealer,49720000,13501100
5/12/2003,2-Day Bill,912795MM0,Direct Bidder,0,0
5/12/2003,2-Day Bill,912795MM0,Indirect Bidder,4725000,1499030
5/12/2003,2-Day Bill,912795MM0,Total Competitive,54445000,15000130
5/12/2003,26-Week Bill,912795NW7,Primary Dealer,26660000,8815470
5/12/2003,26-Week Bill,912795NW7,Direct Bidder,133000,33000
5/12/2003,26-Week Bill,912795NW7,Indirect Bidder,4249880,4139880
5/12/2003,26-Week Bill,912795NW7,Total Competitive,31042880,12988350
5/13/2003,4-Week Bill,912795MR9,Primary Dealer,20023800,5417780
5/13/2003,4-Week Bill,912795MR9,Direct Bidder,757000,257000
5/13/2003,4-Week Bill,912795MR9,Indirect Bidder,682900,281015
5/13/2003,4-Week Bill,912795MR9,Total Competitive,21463700,5955795
5/20/2003,13-Week Bill,912795NJ6,Primary Dealer,30480000,11837535
5/20/2003,13-Week Bill,912795NJ6,Direct Bidder,285000,130033
5/20/2003,13-Week Bill,912795NJ6,Indirect Bidder,3170760,2491280
5/20/2003,13-Week Bill,912795NJ6,Total Competitive,33935760,14458848
5/20/2003,26-Week Bill,912795NX5,Primary Dealer,30786000,11488105
5/20/2003,26-Week Bill,912795NX5,Direct Bidder,105000,5000
5/20/2003,26-Week Bill,912795NX5,Indirect Bidder,3521551,3471551
5/20/2003,26-Week Bill,912795NX5,Total Competitive,34412551,14964656
5/20/2003,6-Day Bill,912795NA5,Primary Dealer,18495000,3800025
5/20/2003,6-Day Bill,912795NA5,Direct Bidder,0,0
5/20/2003,6-Day Bill,912795NA5,Indirect Bidder,1775000,200000
5/20/2003,6-Day Bill,912795NA5,Total Competitive,20270000,4000025
5/21/2003,4-Week Bill,912795MS7,Primary Dealer,33515000,20871750
5/21/2003,4-Week Bill,912795MS7,Direct Bidder,1100000,675000
5/21/2003,4-Week Bill,912795MS7,Indirect Bidder,403400,403400
5/21/2003,4-Week Bill,912795MS7,Total Competitive,35018400,21950150
5/27/2003,16-Day Bill,912795QF1,Primary Dealer,16855000,3925152
5/27/2003,16-Day Bill,912795QF1,Direct Bidder,0,0
5/27/2003,16-Day Bill,912795QF1,Indirect Bidder,975000,75000
5/27/2003,16-Day Bill,912795QF1,Total Competitive,17830000,4000152
5/28/2003,13-Week Bill,912795NK3,Primary Dealer,25072500,10189065
5/28/2003,13-Week Bill,912795NK3,Direct Bidder,200000,75000
5/28/2003,13-Week Bill,912795NK3,Indirect Bidder,4535759,3841334
5/28/2003,13-Week Bill,912795NK3,Total Competitive,29808259,14105399
5/28/2003,26-Week Bill,912795NY3,Primary Dealer,26336000,10243839
5/28/2003,26-Week Bill,912795NY3,Direct Bidder,1110000,15
5/28/2003,26-Week Bill,912795NY3,Indirect Bidder,4992964,3981000
5/28/2003,26-Week Bill,912795NY3,Total Competitive,32438964,14239839
5/28/2003,4-Week Bill,912795MT5,Primary Dealer,34310000,21623980
5/28/2003,4-Week Bill,912795MT5,Direct Bidder,3055000,2555000
5/28/2003,4-Week Bill,912795MT5,Indirect Bidder,1310961,772311
5/28/2003,4-Week Bill,912795MT5,Total Competitive,38675961,24951291
5/29/2003,2-Year Note,912828BB5,Primary Dealer,31260000,14720113
5/29/2003,2-Year Note,912828BB5,Direct Bidder,116000,66000
5/29/2003,2-Year Note,912828BB5,Indirect Bidder,12051010,9288250
5/29/2003,2-Year Note,912828BB5,Total Competitive,43427010,24074363
6/2/2003,13-Week Bill,912795NL1,Primary Dealer,31105000,11282690
6/2/2003,13-Week Bill,912795NL1,Direct Bidder,265000,115000
6/2/2003,13-Week Bill,912795NL1,Indirect Bidder,5783389,5026844
6/2/2003,13-Week Bill,912795NL1,Total Competitive,37153389,16424534
6/2/2003,2-Day Bill,912795MQ1,Primary Dealer,52470000,21600600
6/2/2003,2-Day Bill,912795MQ1,Direct Bidder,0,0
6/2/2003,2-Day Bill,912795MQ1,Indirect Bidder,4000000,2402000
6/2/2003,2-Day Bill,912795MQ1,Total Competitive,56470000,24002600
6/2/2003,26-Week Bill,912795NZ0,Primary Dealer,31590000,12126920
6/2/2003,26-Week Bill,912795NZ0,Direct Bidder,2053000,1307800
6/2/2003,26-Week Bill,912795NZ0,Indirect Bidder,3389027,3389027
6/2/2003,26-Week Bill,912795NZ0,Total Competitive,37032027,16823747
6/3/2003,4-Week Bill,912795NB3,Primary Dealer,37472500,16187820
6/3/2003,4-Week Bill,912795NB3,Direct Bidder,1125000,443610
6/3/2003,4-Week Bill,912795NB3,Indirect Bidder,1673000,1320310
6/3/2003,4-Week Bill,912795NB3,Total Competitive,40270500,17951740
6/4/2003,8-Day Bill,912795QF1,Primary Dealer,42825000,17500000
6/4/2003,8-Day Bill,912795QF1,Direct Bidder,0,0
6/4/2003,8-Day Bill,912795QF1,Indirect Bidder,9400000,500000
6/4/2003,8-Day Bill,912795QF1,Total Competitive,52225000,18000000
6/9/2003,13-Week Bill,912795NM9,Primary Dealer,30045000,13271920
6/9/2003,13-Week Bill,912795NM9,Direct Bidder,135000,60000
6/9/2003,13-Week Bill,912795NM9,Indirect Bidder,3387439,3037134
6/9/2003,13-Week Bill,912795NM9,Total Competitive,33567439,16369054
6/9/2003,26-Week Bill,912795PA3,Primary Dealer,26085000,12757440
6/9/2003,26-Week Bill,912795PA3,Direct Bidder,958000,268
6/9/2003,26-Week Bill,912795PA3,Indirect Bidder,4150655,4000655
6/9/2003,26-Week Bill,912795PA3,Total Competitive,31193655,17027055
6/10/2003,4-Week Bill,912795NC1,Primary Dealer,50432000,20861785
6/10/2003,4-Week Bill,912795NC1,Direct Bidder,1106500,281500
6/10/2003,4-Week Bill,912795NC1,Indirect Bidder,3781900,811440
6/10/2003,4-Week Bill,912795NC1,Total Competitive,55320400,21954725
6/11/2003,4-Yr 11-Month Note,912828AZ3,Primary Dealer,24076000,12798076
6/11/2003,4-Yr 11-Month Note,912828AZ3,Direct Bidder,225000,55000
6/11/2003,4-Yr 11-Month Note,912828AZ3,Indirect Bidder,2780000,2093200
6/11/2003,4-Yr 11-Month Note,912828AZ3,Total Competitive,27081000,14946276
6/16/2003,13-Week Bill,912795NN7,Primary Dealer,25280000,11574980
6/16/2003,13-Week Bill,912795NN7,Direct Bidder,1168000,1018000
6/16/2003,13-Week Bill,912795NN7,Indirect Bidder,4473441,3812981
6/16/2003,13-Week Bill,912795NN7,Total Competitive,30921441,16405961
6/16/2003,26-Week Bill,912795PB1,Primary Dealer,26780000,13105380
6/16/2003,26-Week Bill,912795PB1,Direct Bidder,66000,16000
6/16/2003,26-Week Bill,912795PB1,Indirect Bidder,3792069,3792069
6/16/2003,26-Week Bill,912795PB1,Total Competitive,30638069,16913449
6/17/2003,4-Week Bill,912795ND9,Primary Dealer,32260500,12362645
6/17/2003,4-Week Bill,912795ND9,Direct Bidder,1475000,575000
6/17/2003,4-Week Bill,912795ND9,Indirect Bidder,1030900,23900
6/17/2003,4-Week Bill,912795ND9,Total Competitive,34766400,12961545
6/23/2003,13-Week Bill,912795NP2,Primary Dealer,24685000,12063180
6/23/2003,13-Week Bill,912795NP2,Direct Bidder,230055,105055
6/23/2003,13-Week Bill,912795NP2,Indirect Bidder,3320634,3320329
6/23/2003,13-Week Bill,912795NP2,Total Competitive,28235689,15488564
6/23/2003,26-Week Bill,912795PC9,Primary Dealer,23220000,14241347
6/23/2003,26-Week Bill,912795PC9,Direct Bidder,110000,10000
6/23/2003,26-Week Bill,912795PC9,Indirect Bidder,2882803,2882803
6/23/2003,26-Week Bill,912795PC9,Total Competitive,26212803,17134150
6/24/2003,4-Week Bill,912795NE7,Primary Dealer,28255000,10884352
6/24/2003,4-Week Bill,912795NE7,Direct Bidder,1300000,448560
6/24/2003,4-Week Bill,912795NE7,Indirect Bidder,1338923,613163
6/24/2003,4-Week Bill,912795NE7,Total Competitive,30893923,11946075
6/25/2003,2-Year Note,912828BC3,Primary Dealer,35808,0
6/25/2003,2-Year Note,912828BC3,Direct Bidder,108000,73000
6/25/2003,2-Year Note,912828BC3,Indirect Bidder,9323900,8772400
6/25/2003,2-Year Note,912828BC3,Total Competitive,45239900,24160660
6/30/2003,13-Week Bill,912795NQ0,Primary Dealer,26588500,11134568
6/30/2003,13-Week Bill,912795NQ0,Direct Bidder,112000,37000
6/30/2003,13-Week Bill,912795NQ0,Indirect Bidder,4608006,4289
6/30/2003,13-Week Bill,912795NQ0,Total Competitive,31308506,15460914
6/30/2003,26-Week Bill,912795PD7,Primary Dealer,23340000,12034730
6/30/2003,26-Week Bill,912795PD7,Direct Bidder,80000,30000
6/30/2003,26-Week Bill,912795PD7,Indirect Bidder,4622764,4622764
6/30/2003,26-Week Bill,912795PD7,Total Competitive,28042764,16687494
7/1/2003,4-Week Bill,912795NF4,Primary Dealer,37915500,15275263
7/1/2003,4-Week Bill,912795NF4,Direct Bidder,850000,425000
7/1/2003,4-Week Bill,912795NF4,Indirect Bidder,3162150,1262941
7/1/2003,4-Week Bill,912795NF4,Total Competitive,41927650,16963204
7/7/2003,13-Week Bill,912795NR8,Primary Dealer,26581100,10883050
7/7/2003,13-Week Bill,912795NR8,Direct Bidder,150000,75000
7/7/2003,13-Week Bill,912795NR8,Indirect Bidder,4833869,4325869
7/7/2003,13-Week Bill,912795NR8,Total Competitive,31564969,15283919
7/7/2003,26-Week Bill,912795PE5,Primary Dealer,30775000,14163680
7/7/2003,26-Week Bill,912795PE5,Direct Bidder,35000,10000
7/7/2003,26-Week Bill,912795PE5,Indirect Bidder,4009125,2859125
7/7/2003,26-Week Bill,912795PE5,Total Competitive,34819125,17032805
7/8/2003,4-Week Bill,912795NG2,Primary Dealer,31235000,14355360
7/8/2003,4-Week Bill,912795NG2,Direct Bidder,1126100,464120
7/8/2003,4-Week Bill,912795NG2,Indirect Bidder,4200542,2136942
7/8/2003,4-Week Bill,912795NG2,Total Competitive,36561642,16956422
7/9/2003,10-Year TIPS,912828BD1,Primary Dealer,13515000,4925000
7/9/2003,10-Year TIPS,912828BD1,Direct Bidder,50000,0
7/9/2003,10-Year TIPS,912828BD1,Indirect Bidder,10007952,5635130
7/9/2003,10-Year TIPS,912828BD1,Total Competitive,23572952,10560130
7/14/2003,13-Week Bill,912795NS6,Primary Dealer,27170000,10395560
7/14/2003,13-Week Bill,912795NS6,Direct Bidder,450000,128840
7/14/2003,13-Week Bill,912795NS6,Indirect Bidder,6326388,3716748
7/14/2003,13-Week Bill,912795NS6,Total Competitive,33946388,14241148
7/14/2003,26-Week Bill,912795PF2,Primary Dealer,23060000,12637420
7/14/2003,26-Week Bill,912795PF2,Direct Bidder,200000,160000
7/14/2003,26-Week Bill,912795PF2,Indirect Bidder,4600043,4016128
7/14/2003,26-Week Bill,912795PF2,Total Competitive,27860043,16813548
7/15/2003,4-Week Bill,912795NH0,Primary Dealer,18075000,7214910
7/15/2003,4-Week Bill,912795NH0,Direct Bidder,960000,110000
7/15/2003,4-Week Bill,912795NH0,Indirect Bidder,727100,528140
7/15/2003,4-Week Bill,912795NH0,Total Competitive,19762100,7853050
7/21/2003,13-Week Bill,912795NT4,Primary Dealer,22384000,9369
7/21/2003,13-Week Bill,912795NT4,Direct Bidder,525000,175000
7/21/2003,13-Week Bill,912795NT4,Indirect Bidder,4437727,3757873
7/21/2003,13-Week Bill,912795NT4,Total Competitive,27346727,13302638
7/21/2003,26-Week Bill,912795PG0,Primary Dealer,25172000,11867938
7/21/2003,26-Week Bill,912795PG0,Direct Bidder,250000,165000
7/21/2003,26-Week Bill,912795PG0,Indirect Bidder,4517,240
7/21/2003,26-Week Bill,912795PG0,Total Competitive,29939240,15978866
7/22/2003,4-Week Bill,912795NJ6,Primary Dealer,27404000,9436250
7/22/2003,4-Week Bill,912795NJ6,Direct Bidder,1200000,350000
7/22/2003,4-Week Bill,912795NJ6,Indirect Bidder,244884,171047
7/22/2003,4-Week Bill,912795NJ6,Total Competitive,28848884,9957297
7/23/2003,2-Year Note,912828BE9,Primary Dealer,34040000,15221620
7/23/2003,2-Year Note,912828BE9,Direct Bidder,105000,85000
7/23/2003,2-Year Note,912828BE9,Indirect Bidder,10063000,8962000
7/23/2003,2-Year Note,912828BE9,Total Competitive,44208000,24268620
7/28/2003,13-Week Bill,912795NU1,Primary Dealer,25085000,10410790
7/28/2003,13-Week Bill,912795NU1,Direct Bidder,403000,335570
7/28/2003,13-Week Bill,912795NU1,Indirect Bidder,3646562,3222262
7/28/2003,13-Week Bill,912795NU1,Total Competitive,29134562,13968622
7/28/2003,26-Week Bill,912795PH8,Primary Dealer,27235000,10166225
7/28/2003,26-Week Bill,912795PH8,Direct Bidder,1050000,1000000
7/28/2003,26-Week Bill,912795PH8,Indirect Bidder,5376195,4051195
7/28/2003,26-Week Bill,912795PH8,Total Competitive,33661195,15217420
7/29/2003,4-Week Bill,912795NK3,Primary Dealer,37205500,15637610
7/29/2003,4-Week Bill,912795NK3,Direct Bidder,5401500,4307560
7/29/2003,4-Week Bill,912795NK3,Indirect Bidder,1087030,12030
7/29/2003,4-Week Bill,912795NK3,Total Competitive,43694030,19957200
8/4/2003,13-Week Bill,912795NV9,Primary Dealer,30481000,11799770
8/4/2003,13-Week Bill,912795NV9,Direct Bidder,325000,75000
8/4/2003,13-Week Bill,912795NV9,Indirect Bidder,4105853,2404813
8/4/2003,13-Week Bill,912795NV9,Total Competitive,34911853,14279583
8/4/2003,26-Week Bill,912795PJ4,Primary Dealer,22990000,11483938
8/4/2003,26-Week Bill,912795PJ4,Direct Bidder,120000,70
8/4/2003,26-Week Bill,912795PJ4,Indirect Bidder,4145764,4145764
8/4/2003,26-Week Bill,912795PJ4,Total Competitive,27255764,15699702
8/5/2003,3-Year Note,912828BF6,Primary Dealer,26692000,19137040
8/5/2003,3-Year Note,912828BF6,Direct Bidder,138000,138000
8/5/2003,3-Year Note,912828BF6,Indirect Bidder,4467000,4447000
8/5/2003,3-Year Note,912828BF6,Total Competitive,31297000,23722040
8/5/2003,4-Week Bill,912795NL1,Primary Dealer,39670000,15571063
8/5/2003,4-Week Bill,912795NL1,Direct Bidder,3308500,700000
8/5/2003,4-Week Bill,912795NL1,Indirect Bidder,2046690,694490
8/5/2003,4-Week Bill,912795NL1,Total Competitive,45025190,16965553
8/6/2003,5-Year Note,912828BG4,Primary Dealer,32191000,11878901
8/6/2003,5-Year Note,912828BG4,Direct Bidder,155000,88575
8/6/2003,5-Year Note,912828BG4,Indirect Bidder,12128005,5795818
8/6/2003,5-Year Note,912828BG4,Total Competitive,44474005,17763294
8/7/2003,10-Year Note,912828BH2,Primary Dealer,25290000,12217990
8/7/2003,10-Year Note,912828BH2,Direct Bidder,1097500,87500
8/7/2003,10-Year Note,912828BH2,Indirect Bidder,9348325,5454779
8/7/2003,10-Year Note,912828BH2,Total Competitive,35735825,17760269
8/11/2003,13-Week Bill,912795NW7,Primary Dealer,30101000,11356280
8/11/2003,13-Week Bill,912795NW7,Direct Bidder,50000,40000
8/11/2003,13-Week Bill,912795NW7,Indirect Bidder,4415680,2762280
8/11/2003,13-Week Bill,912795NW7,Total Competitive,34566680,14158560
8/11/2003,26-Week Bill,912795PK1,Primary Dealer,21710400,11090548
8/11/2003,26-Week Bill,912795PK1,Direct Bidder,40000,30000
8/11/2003,26-Week Bill,912795PK1,Indirect Bidder,3609695,3575635
8/11/2003,26-Week Bill,912795PK1,Total Competitive,25360095,14696183
8/12/2003,4-Week Bill,912795NM9,Primary Dealer,36245500,14764428
8/12/2003,4-Week Bill,912795NM9,Direct Bidder,180000,170000
8/12/2003,4-Week Bill,912795NM9,Indirect Bidder,222204,22204
8/12/2003,4-Week Bill,912795NM9,Total Competitive,36647704,14956632
8/18/2003,13-Week Bill,912795NX5,Primary Dealer,25760000,11132790
8/18/2003,13-Week Bill,912795NX5,Direct Bidder,90000,75000
8/18/2003,13-Week Bill,912795NX5,Indirect Bidder,3819628,3162896
8/18/2003,13-Week Bill,912795NX5,Total Competitive,29669628,14370686
8/18/2003,26-Week Bill,912795PL9,Primary Dealer,23545000,10764375
8/18/2003,26-Week Bill,912795PL9,Direct Bidder,75000,65000
8/18/2003,26-Week Bill,912795PL9,Indirect Bidder,4880415,4004705
8/18/2003,26-Week Bill,912795PL9,Total Competitive,28500415,14834080
8/19/2003,4-Week Bill,912795NN7,Primary Dealer,37805000,13780920
8/19/2003,4-Week Bill,912795NN7,Direct Bidder,5320000,3295000
8/19/2003,4-Week Bill,912795NN7,Indirect Bidder,2874885,880485
8/19/2003,4-Week Bill,912795NN7,Total Competitive,45999885,17956405
8/25/2003,13-Week Bill,912795NY3,Primary Dealer,26570000,10097870
8/25/2003,13-Week Bill,912795NY3,Direct Bidder,350000,300000
8/25/2003,13-Week Bill,912795NY3,Indirect Bidder,4135248,3733498
8/25/2003,13-Week Bill,912795NY3,Total Competitive,31055248,14131368
8/25/2003,26-Week Bill,912795PM7,Primary Dealer,26725000,10869835
8/25/2003,26-Week Bill,912795PM7,Direct Bidder,175000,119745
8/25/2003,26-Week Bill,912795PM7,Indirect Bidder,3445226,3084716
8/25/2003,26-Week Bill,912795PM7,Total Competitive,30345226,14074296
8/26/2003,4-Week Bill,912795NP2,Primary Dealer,40675500,20524990
8/26/2003,4-Week Bill,912795NP2,Direct Bidder,1375000,574460
8/26/2003,4-Week Bill,912795NP2,Indirect Bidder,7839710,4860010
8/26/2003,4-Week Bill,912795NP2,Total Competitive,49890210,25959460
8/27/2003,2-Year Note,912828BJ8,Primary Dealer,34843000,17273340
8/27/2003,2-Year Note,912828BJ8,Direct Bidder,225000,225000
8/27/2003,2-Year Note,912828BJ8,Indirect Bidder,7236813,6664928
8/27/2003,2-Year Note,912828BJ8,Total Competitive,42304813,24163268
9/2/2003,12-Day Bill,912795QG9,Primary Dealer,55214000,22531400
9/2/2003,12-Day Bill,912795QG9,Direct Bidder,0,0
9/2/2003,12-Day Bill,912795QG9,Indirect Bidder,2000000,469000
9/2/2003,12-Day Bill,912795QG9,Total Competitive,57214000,23000400
9/2/2003,13-Week Bill,912795NZ0,Primary Dealer,31307995,10970027
9/2/2003,13-Week Bill,912795NZ0,Direct Bidder,450000,248820
9/2/2003,13-Week Bill,912795NZ0,Indirect Bidder,3663329,3134199
9/2/2003,13-Week Bill,912795NZ0,Total Competitive,35421324,14353046
9/2/2003,26-Week Bill,912795PN5,Primary Dealer,30140000,11421896
9/2/2003,26-Week Bill,912795PN5,Direct Bidder,125000,57840
9/2/2003,26-Week Bill,912795PN5,Indirect Bidder,3789590,3459350
9/2/2003,26-Week Bill,912795PN5,Total Competitive,34054590,14939086
9/3/2003,4-Week Bill,912795NQ0,Primary Dealer,37228000,15839352
9/3/2003,4-Week Bill,912795NQ0,Direct Bidder,1225000,508013
9/3/2003,4-Week Bill,912795NQ0,Indirect Bidder,1238900,610395
9/3/2003,4-Week Bill,912795NQ0,Total Competitive,39691900,16957760
9/8/2003,26-Week Bill,912795PP0,Primary Dealer,30990000,10102550
9/8/2003,26-Week Bill,912795PP0,Direct Bidder,1125000,652800
9/8/2003,26-Week Bill,912795PP0,Indirect Bidder,3843655,2998059
9/8/2003,26-Week Bill,912795PP0,Total Competitive,35958655,13753409
9/8/2003,,912795PA 3,Primary Dealer,27265000,9859380
9/8/2003,,912795PA 3,Direct Bidder,375000,275000
9/8/2003,,912795PA 3,Indirect Bidder,3800005,3321025
9/8/2003,,912795PA 3,Total Competitive,31440005,13455405
9/9/2003,4-Week Bill,912795NR8,Primary Dealer,35610500,10063125
9/9/2003,4-Week Bill,912795NR8,Direct Bidder,1150000,500000
9/9/2003,4-Week Bill,912795NR8,Indirect Bidder,1997350,397350
9/9/2003,4-Week Bill,912795NR8,Total Competitive,38757850,10960475
9/10/2003,4-Day Bill,912795QG9,Primary Dealer,40530000,9994100
9/10/2003,4-Day Bill,912795QG9,Direct Bidder,508950,5989
9/10/2003,4-Day Bill,912795QG9,Indirect Bidder,3350000,0
9/10/2003,4-Day Bill,912795QG9,Total Competitive,44388950,10000089
9/10/2003,5-Year Note,912828BK5,Primary Dealer,33040000,11800800
9/10/2003,5-Year Note,912828BK5,Direct Bidder,97000,64000
9/10/2003,5-Year Note,912828BK5,Indirect Bidder,6207023,4002000
9/10/2003,5-Year Note,912828BK5,Total Competitive,39344023,15866800
9/11/2003,9-Yr 11-Month Note,912828BH2,Primary Dealer,25076000,9744865
9/11/2003,9-Yr 11-Month Note,912828BH2,Direct Bidder,62000,53000
9/11/2003,9-Yr 11-Month Note,912828BH2,Indirect Bidder,3799010,3137010
9/11/2003,9-Yr 11-Month Note,912828BH2,Total Competitive,28937010,12934875
9/15/2003,13-Week Bill,912795PB1,Primary Dealer,27895000,9804425
9/15/2003,13-Week Bill,912795PB1,Direct Bidder,55000,33573
9/15/2003,13-Week Bill,912795PB1,Indirect Bidder,3676906,2586781
9/15/2003,13-Week Bill,912795PB1,Total Competitive,31626906,12424779
9/15/2003,26-Week Bill,912795PQ8,Primary Dealer,22990001,9943939
9/15/2003,26-Week Bill,912795PQ8,Direct Bidder,35000,25000
9/15/2003,26-Week Bill,912795PQ8,Indirect Bidder,2970579,2970579
9/15/2003,26-Week Bill,912795PQ8,Total Competitive,25995580,12939518
9/16/2003,4-Week Bill,912795NS6,Primary Dealer,26750000,8490190
9/16/2003,4-Week Bill,912795NS6,Direct Bidder,1200000,450000
9/16/2003,4-Week Bill,912795NS6,Indirect Bidder,16482,16482
9/16/2003,4-Week Bill,912795NS6,Total Competitive,27966482,8956672
9/22/2003,13-Week Bill,912795PC9,Primary Dealer,29945000,10355000
9/22/2003,13-Week Bill,912795PC9,Direct Bidder,295000,170000
9/22/2003,13-Week Bill,912795PC9,Indirect Bidder,2917101,2851476
9/22/2003,13-Week Bill,912795PC9,Total Competitive,33157101,13376476
9/22/2003,26-Week Bill,912795PR6,Primary Dealer,25365000,8762715
9/22/2003,26-Week Bill,912795PR6,Direct Bidder,1050000,604300
9/22/2003,26-Week Bill,912795PR6,Indirect Bidder,5312077,4375492
9/22/2003,26-Week Bill,912795PR6,Total Competitive,31727077,13742507
9/23/2003,4-Week Bill,912795NT4,Primary Dealer,32420500,11352175
9/23/2003,4-Week Bill,912795NT4,Direct Bidder,1230000,125000
9/23/2003,4-Week Bill,912795NT4,Indirect Bidder,1009000,488300
9/23/2003,4-Week Bill,912795NT4,Total Competitive,34659500,11965475
9/24/2003,2-Year Note,912828BL3,Primary Dealer,42472000,14941600
9/24/2003,2-Year Note,912828BL3,Direct Bidder,163000,118000
9/24/2003,2-Year Note,912828BL3,Indirect Bidder,11555070,9177400
9/24/2003,2-Year Note,912828BL3,Total Competitive,54190070,24237000
9/29/2003,13-Week Bill,912795PD7,Primary Dealer,27143500,10315085
9/29/2003,13-Week Bill,912795PD7,Direct Bidder,370000,170000
9/29/2003,13-Week Bill,912795PD7,Indirect Bidder,5241104,3905714
9/29/2003,13-Week Bill,912795PD7,Total Competitive,32754604,14390799
9/29/2003,26-Week Bill,912795PS4,Primary Dealer,23135000,10294080
9/29/2003,26-Week Bill,912795PS4,Direct Bidder,800000,760000
9/29/2003,26-Week Bill,912795PS4,Indirect Bidder,4345300,3797940
9/29/2003,26-Week Bill,912795PS4,Total Competitive,28280300,14852020
9/30/2003,4-Week Bill,912795NU1,Primary Dealer,27101000,11959165
9/30/2003,4-Week Bill,912795NU1,Direct Bidder,1275000,375000
9/30/2003,4-Week Bill,912795NU1,Indirect Bidder,625882,625882
9/30/2003,4-Week Bill,912795NU1,Total Competitive,29001882,12960047
10/2/2003,12-Day Bill,912795QH7,Primary Dealer,51745000,19964050
10/2/2003,12-Day Bill,912795QH7,Direct Bidder,0,0
10/2/2003,12-Day Bill,912795QH7,Indirect Bidder,2800000,37065
10/2/2003,12-Day Bill,912795QH7,Total Competitive,54545000,20001115
10/6/2003,13-Week Bill,912795PE5,Primary Dealer,31995000,13323970
10/6/2003,13-Week Bill,912795PE5,Direct Bidder,555065,430065
10/6/2003,13-Week Bill,912795PE5,Indirect Bidder,3655186,428586
10/6/2003,13-Week Bill,912795PE5,Total Competitive,36205251,14182621
10/6/2003,26-Week Bill,912795PT2,Primary Dealer,33657000,12285245
10/6/2003,26-Week Bill,912795PT2,Direct Bidder,710000,75
10/6/2003,26-Week Bill,912795PT2,Indirect Bidder,4291480,2438040
10/6/2003,26-Week Bill,912795PT2,Total Competitive,38658480,14798890
10/7/2003,4-Week Bill,912795NV9,Primary Dealer,32438025,14498750
10/7/2003,4-Week Bill,912795NV9,Direct Bidder,1254478,357978
10/7/2003,4-Week Bill,912795NV9,Indirect Bidder,94800,94800
10/7/2003,4-Week Bill,912795NV9,Total Competitive,33787303,14951528
10/8/2003,5-Year Note,912828BM1,Primary Dealer,25658000,7845500
10/8/2003,5-Year Note,912828BM1,Direct Bidder,1044000,30000
10/8/2003,5-Year Note,912828BM1,Indirect Bidder,9137030,8011030
10/8/2003,5-Year Note,912828BM1,Total Competitive,35839030,15886530
10/9/2003,9-Yr 9-Mo TIPS,912828BD1,Primary Dealer,14247000,5437000
10/9/2003,9-Yr 9-Mo TIPS,912828BD1,Direct Bidder,235000,100000
10/9/2003,9-Yr 9-Mo TIPS,912828BD1,Indirect Bidder,5594700,3315700
10/9/2003,9-Yr 9-Mo TIPS,912828BD1,Total Competitive,20076700,8852700
10/14/2003,13-Week Bill,912795PF2,Primary Dealer,28075000,11192400
10/14/2003,13-Week Bill,912795PF2,Direct Bidder,350000,103200
