Auction Date,Security,CUSIP,Tender Type,Tendered Amount,Accepted Amount
1/25/2007,5-Year Note,912828GF1,Indirect Bidder,3281620,2809675
1/25/2007,5-Year Note,912828GF1,Total Competitive,28565620,12859877
1/29/2007,13-Week Bill,912795ZE4,Primary Dealer,36080000,10455680
1/29/2007,13-Week Bill,912795ZE4,Direct Bidder,555000,288700
1/29/2007,13-Week Bill,912795ZE4,Indirect Bidder,4252710,3946190
1/29/2007,13-Week Bill,912795ZE4,Total Competitive,40887710,14690570
1/29/2007,26-Week Bill,912795ZT1,Primary Dealer,31281000,6751940
1/29/2007,26-Week Bill,912795ZT1,Direct Bidder,360000,182980
1/29/2007,26-Week Bill,912795ZT1,Indirect Bidder,5685000,4780362
1/29/2007,26-Week Bill,912795ZT1,Total Competitive,37326000,11715282
1/30/2007,4-Week Bill,912795YV7,Primary Dealer,27725000,7995125
1/30/2007,4-Week Bill,912795YV7,Direct Bidder,470000,220000
1/30/2007,4-Week Bill,912795YV7,Indirect Bidder,1412900,1412400
1/30/2007,4-Week Bill,912795YV7,Total Competitive,29607900,9627525
2/5/2007,13-Week Bill,912795ZF1,Primary Dealer,45665000,11508940
2/5/2007,13-Week Bill,912795ZF1,Direct Bidder,580000,364410
2/5/2007,13-Week Bill,912795ZF1,Indirect Bidder,5718050,4739235
2/5/2007,13-Week Bill,912795ZF1,Total Competitive,51963050,16612585
2/5/2007,26-Week Bill,912795ZU8,Primary Dealer,37055000,8422120
2/5/2007,26-Week Bill,912795ZU8,Direct Bidder,629000,148630
2/5/2007,26-Week Bill,912795ZU8,Indirect Bidder,5297190,4239763
2/5/2007,26-Week Bill,912795ZU8,Total Competitive,42981190,12810513
2/6/2007,3-Year Note,912828GG9,Primary Dealer,39385500,10506020
2/6/2007,3-Year Note,912828GG9,Direct Bidder,220000,125304
2/6/2007,3-Year Note,912828GG9,Indirect Bidder,7561000,5066005
2/6/2007,3-Year Note,912828GG9,Total Competitive,47166500,15697329
2/6/2007,4-Week Bill,912795YW5,Primary Dealer,46085500,15532380
2/6/2007,4-Week Bill,912795YW5,Direct Bidder,525000,525000
2/6/2007,4-Week Bill,912795YW5,Indirect Bidder,1554500,1554500
2/6/2007,4-Week Bill,912795YW5,Total Competitive,48165000,17611880
2/7/2007,10-Year Note,912828GH7,Primary Dealer,26880900,8877375
2/7/2007,10-Year Note,912828GH7,Direct Bidder,215398,180398
2/7/2007,10-Year Note,912828GH7,Indirect Bidder,4178950,3885088
2/7/2007,10-Year Note,912828GH7,Total Competitive,31275248,12942861
2/8/2007,30-Year Bond,912810PT9,Primary Dealer,15812000,4146838
2/8/2007,30-Year Bond,912810PT9,Direct Bidder,1133000,1063000
2/8/2007,30-Year Bond,912810PT9,Indirect Bidder,5186000,3781000
2/8/2007,30-Year Bond,912810PT9,Total Competitive,22131000,8990838
2/12/2007,13-Week Bill,912795ZG9,Primary Dealer,39880000,12130805
2/12/2007,13-Week Bill,912795ZG9,Direct Bidder,300000,180000
2/12/2007,13-Week Bill,912795ZG9,Indirect Bidder,4660300,4240570
2/12/2007,13-Week Bill,912795ZG9,Total Competitive,44840300,16551375
2/12/2007,26-Week Bill,912795ZV6,Primary Dealer,32902000,8689722
2/12/2007,26-Week Bill,912795ZV6,Direct Bidder,235000,95395
2/12/2007,26-Week Bill,912795ZV6,Indirect Bidder,5193000,3968000
2/12/2007,26-Week Bill,912795ZV6,Total Competitive,38330000,12753117
2/13/2007,4-Week Bill,912795YX3,Primary Dealer,48961000,18878290
2/13/2007,4-Week Bill,912795YX3,Direct Bidder,1010000,1010000
2/13/2007,4-Week Bill,912795YX3,Indirect Bidder,3832500,3706988
2/13/2007,4-Week Bill,912795YX3,Total Competitive,53803500,23595278
2/15/2007,6-Day Bill,912795YU9,Primary Dealer,24950000,5898775
2/15/2007,6-Day Bill,912795YU9,Direct Bidder,0,0
2/15/2007,6-Day Bill,912795YU9,Indirect Bidder,230000,99705
2/15/2007,6-Day Bill,912795YU9,Total Competitive,25180000,5998480
2/20/2007,13-Week Bill,912795ZH7,Primary Dealer,39227500,13689920
2/20/2007,13-Week Bill,912795ZH7,Direct Bidder,260000,260000
2/20/2007,13-Week Bill,912795ZH7,Indirect Bidder,4157360,3753470
2/20/2007,13-Week Bill,912795ZH7,Total Competitive,43644860,17703390
2/20/2007,26-Week Bill,912795ZW4,Primary Dealer,33822000,9574860
2/20/2007,26-Week Bill,912795ZW4,Direct Bidder,225000,148820
2/20/2007,26-Week Bill,912795ZW4,Indirect Bidder,4967398,3994778
2/20/2007,26-Week Bill,912795ZW4,Total Competitive,39014398,13718458
2/21/2007,2-Year Note,912828GJ3,Primary Dealer,44810000,8228820
2/21/2007,2-Year Note,912828GJ3,Direct Bidder,150000,0
2/21/2007,2-Year Note,912828GJ3,Indirect Bidder,9018300,8998300
2/21/2007,2-Year Note,912828GJ3,Total Competitive,53978300,17227120
2/21/2007,4-Week Bill,912795YY1,Primary Dealer,50300500,24854825
2/21/2007,4-Week Bill,912795YY1,Direct Bidder,575000,575000
2/21/2007,4-Week Bill,912795YY1,Indirect Bidder,2329281,2129971
2/21/2007,4-Week Bill,912795YY1,Total Competitive,53204781,27559796
2/22/2007,5-Year Note,912828GK0,Primary Dealer,27812000,9391975
2/22/2007,5-Year Note,912828GK0,Direct Bidder,182000,77000
2/22/2007,5-Year Note,912828GK0,Indirect Bidder,3515000,3415000
2/22/2007,5-Year Note,912828GK0,Total Competitive,31509000,12883975
2/26/2007,13-Week Bill,912795ZJ3,Primary Dealer,46856000,14446415
2/26/2007,13-Week Bill,912795ZJ3,Direct Bidder,375000,300000
2/26/2007,13-Week Bill,912795ZJ3,Indirect Bidder,5416979,4251279
2/26/2007,13-Week Bill,912795ZJ3,Total Competitive,52647979,18997694
2/26/2007,26-Week Bill,912795ZX2,Primary Dealer,35450000,10009500
2/26/2007,26-Week Bill,912795ZX2,Direct Bidder,135000,135000
2/26/2007,26-Week Bill,912795ZX2,Indirect Bidder,5161504,4767889
2/26/2007,26-Week Bill,912795ZX2,Total Competitive,40746504,14912389
2/27/2007,4-Week Bill,912795YZ8,Primary Dealer,58622000,18064168
2/27/2007,4-Week Bill,912795YZ8,Direct Bidder,800000,518190
2/27/2007,4-Week Bill,912795YZ8,Indirect Bidder,13143400,7983895
2/27/2007,4-Week Bill,912795YZ8,Total Competitive,72565400,26566253
3/1/2007,13-Day Bill,912795YX3,Primary Dealer,54750000,22550140
3/1/2007,13-Day Bill,912795YX3,Direct Bidder,0,0
3/1/2007,13-Day Bill,912795YX3,Indirect Bidder,325000,325000
3/1/2007,13-Day Bill,912795YX3,Total Competitive,55075000,22875140
3/5/2007,13-Week Bill,912795ZK0,Primary Dealer,42733000,13531860
3/5/2007,13-Week Bill,912795ZK0,Direct Bidder,275000,225000
3/5/2007,13-Week Bill,912795ZK0,Indirect Bidder,5236850,4934513
3/5/2007,13-Week Bill,912795ZK0,Total Competitive,48244850,18691373
3/5/2007,26-Week Bill,912795ZY0,Primary Dealer,37017000,11658970
3/5/2007,26-Week Bill,912795ZY0,Direct Bidder,660000,635000
3/5/2007,26-Week Bill,912795ZY0,Indirect Bidder,3322635,2683453
3/5/2007,26-Week Bill,912795ZY0,Total Competitive,40999635,14977423
3/6/2007,4-Week Bill,912795ZA2,Primary Dealer,64800500,21309600
3/6/2007,4-Week Bill,912795ZA2,Direct Bidder,280000,280000
3/6/2007,4-Week Bill,912795ZA2,Indirect Bidder,5029500,2938460
3/6/2007,4-Week Bill,912795ZA2,Total Competitive,70110000,24528060
3/12/2007,13-Week Bill,912795ZL8,Primary Dealer,33025000,13509870
3/12/2007,13-Week Bill,912795ZL8,Direct Bidder,175000,175000
3/12/2007,13-Week Bill,912795ZL8,Indirect Bidder,5331560,5181560
3/12/2007,13-Week Bill,912795ZL8,Total Competitive,38531560,18866430
3/12/2007,26-Week Bill,912795ZZ7,Primary Dealer,32205000,10604680
3/12/2007,26-Week Bill,912795ZZ7,Direct Bidder,135000,119880
3/12/2007,26-Week Bill,912795ZZ7,Indirect Bidder,4754950,4314230
3/12/2007,26-Week Bill,912795ZZ7,Total Competitive,37094950,15038790
3/13/2007,4-Week Bill,912795ZB0,Primary Dealer,46150000,19350925
3/13/2007,4-Week Bill,912795ZB0,Direct Bidder,350000,350000
3/13/2007,4-Week Bill,912795ZB0,Indirect Bidder,4606000,4606000
3/13/2007,4-Week Bill,912795ZB0,Total Competitive,51106000,24306925
3/13/2007,9-Year 11-Month Note,912828GH7,Primary Dealer,19787000,6676900
3/13/2007,9-Year 11-Month Note,912828GH7,Direct Bidder,20000,0
3/13/2007,9-Year 11-Month Note,912828GH7,Indirect Bidder,1211000,1211000
3/13/2007,9-Year 11-Month Note,912828GH7,Total Competitive,21018000,7887900
3/19/2007,13-Week Bill,912795ZM6,Primary Dealer,40400000,11552225
3/19/2007,13-Week Bill,912795ZM6,Direct Bidder,250000,227138
3/19/2007,13-Week Bill,912795ZM6,Indirect Bidder,7090000,6231263
3/19/2007,13-Week Bill,912795ZM6,Total Competitive,47740000,18010626
3/19/2007,26-Week Bill,912795A27,Primary Dealer,38760000,9385450
3/19/2007,26-Week Bill,912795A27,Direct Bidder,1595000,408500
3/19/2007,26-Week Bill,912795A27,Indirect Bidder,4816090,4204097
3/19/2007,26-Week Bill,912795A27,Total Competitive,45171090,13998047
3/20/2007,4-Week Bill,912795ZC8,Primary Dealer,62449500,17963500
3/20/2007,4-Week Bill,912795ZC8,Direct Bidder,600000,479250
3/20/2007,4-Week Bill,912795ZC8,Indirect Bidder,10761281,6075031
3/20/2007,4-Week Bill,912795ZC8,Total Competitive,73810781,24517781
3/26/2007,13-Week Bill,912795ZN4,Primary Dealer,37375000,12405120
3/26/2007,13-Week Bill,912795ZN4,Direct Bidder,255000,255000
3/26/2007,13-Week Bill,912795ZN4,Indirect Bidder,4670095,4368495
3/26/2007,13-Week Bill,912795ZN4,Total Competitive,42300095,17028615
3/26/2007,26-Week Bill,912795A35,Primary Dealer,32745000,5918520
3/26/2007,26-Week Bill,912795A35,Direct Bidder,4140000,3144400
3/26/2007,26-Week Bill,912795A35,Indirect Bidder,7587590,3999350
3/26/2007,26-Week Bill,912795A35,Total Competitive,44472590,13062270
3/27/2007,4-Week Bill,912795ZD6,Primary Dealer,47975000,14793190
3/27/2007,4-Week Bill,912795ZD6,Direct Bidder,280000,280000
3/27/2007,4-Week Bill,912795ZD6,Indirect Bidder,11034508,6456308
3/27/2007,4-Week Bill,912795ZD6,Total Competitive,59289508,21529498
3/28/2007,17-Day Bill,912795TX9,Primary Dealer,43350000,13402240
3/28/2007,17-Day Bill,912795TX9,Direct Bidder,206000,200000
3/28/2007,17-Day Bill,912795TX9,Indirect Bidder,3335035,3297815
3/28/2007,17-Day Bill,912795TX9,Total Competitive,46891035,16900055
3/28/2007,2-Year Note,912828GL8,Primary Dealer,44187000,12005805
3/28/2007,2-Year Note,912828GL8,Direct Bidder,215000,109628
3/28/2007,2-Year Note,912828GL8,Indirect Bidder,5255012,5030012
3/28/2007,2-Year Note,912828GL8,Total Competitive,49657012,17145445
3/29/2007,5-Year Note,912828GM6,Primary Dealer,25310010,10505770
3/29/2007,5-Year Note,912828GM6,Direct Bidder,198000,198000
3/29/2007,5-Year Note,912828GM6,Indirect Bidder,2150765,2147765
3/29/2007,5-Year Note,912828GM6,Total Competitive,27658775,12851535
4/2/2007,13-Day Bill,912795TX9,Primary Dealer,35359000,15998320
4/2/2007,13-Day Bill,912795TX9,Direct Bidder,0,0
4/2/2007,13-Day Bill,912795TX9,Indirect Bidder,0,0
4/2/2007,13-Day Bill,912795TX9,Total Competitive,35359000,15998320
4/2/2007,13-Week Bill,912795ZP9,Primary Dealer,33128729,9455329
4/2/2007,13-Week Bill,912795ZP9,Direct Bidder,215000,115000
4/2/2007,13-Week Bill,912795ZP9,Indirect Bidder,5855000,5396620
4/2/2007,13-Week Bill,912795ZP9,Total Competitive,39198729,14966949
4/2/2007,26-Week Bill,912795A43,Primary Dealer,27535081,7195131
4/2/2007,26-Week Bill,912795A43,Direct Bidder,145000,125172
4/2/2007,26-Week Bill,912795A43,Indirect Bidder,5862752,4815535
4/2/2007,26-Week Bill,912795A43,Total Competitive,33542833,12135838
4/3/2007,4-Week Bill,912795ZE4,Primary Dealer,43510500,13868205
4/3/2007,4-Week Bill,912795ZE4,Direct Bidder,325000,225000
4/3/2007,4-Week Bill,912795ZE4,Indirect Bidder,6869840,5434835
4/3/2007,4-Week Bill,912795ZE4,Total Competitive,50705340,19528040
4/4/2007,12-Day Bill,912795TY7,Primary Dealer,39150000,15672741
4/4/2007,12-Day Bill,912795TY7,Direct Bidder,0,0
4/4/2007,12-Day Bill,912795TY7,Indirect Bidder,325000,325000
4/4/2007,12-Day Bill,912795TY7,Total Competitive,39475000,15997741
4/9/2007,13-Week Bill,912795ZQ7,Primary Dealer,29475000,8314890
4/9/2007,13-Week Bill,912795ZQ7,Direct Bidder,350000,185430
4/9/2007,13-Week Bill,912795ZQ7,Indirect Bidder,5568585,4546890
4/9/2007,13-Week Bill,912795ZQ7,Total Competitive,35393585,13047210
4/9/2007,26-Week Bill,912795A50,Primary Dealer,29235000,6443900
4/9/2007,26-Week Bill,912795A50,Direct Bidder,610000,364780
4/9/2007,26-Week Bill,912795A50,Indirect Bidder,4836700,4459740
4/9/2007,26-Week Bill,912795A50,Total Competitive,34681700,11268420
4/10/2007,4-Week Bill,912795ZF1,Primary Dealer,29871000,5469139
4/10/2007,4-Week Bill,912795ZF1,Direct Bidder,500000,400000
4/10/2007,4-Week Bill,912795ZF1,Indirect Bidder,2743500,1648020
4/10/2007,4-Week Bill,912795ZF1,Total Competitive,33114500,7517159
4/10/2007,5-Day Bill,912795TY7,Primary Dealer,35950000,14450240
4/10/2007,5-Day Bill,912795TY7,Direct Bidder,350000,350000
4/10/2007,5-Day Bill,912795TY7,Indirect Bidder,200000,200000
4/10/2007,5-Day Bill,912795TY7,Total Competitive,36500000,15000240
4/12/2007,5-Day Bill,912795TZ4,Primary Dealer,34120000,8000126
4/12/2007,5-Day Bill,912795TZ4,Direct Bidder,0,0
4/12/2007,5-Day Bill,912795TZ4,Indirect Bidder,725000,0
4/12/2007,5-Day Bill,912795TZ4,Total Competitive,34845000,8000126
4/12/2007,9-Yr 9-Month TIPS,912828GD6,Primary Dealer,9790000,4802410
4/12/2007,9-Yr 9-Month TIPS,912828GD6,Direct Bidder,55000,55000
4/12/2007,9-Yr 9-Month TIPS,912828GD6,Indirect Bidder,1422000,1115563
4/12/2007,9-Yr 9-Month TIPS,912828GD6,Total Competitive,11267000,5972973
4/16/2007,13-Week Bill,912795ZR5,Primary Dealer,33665000,7738812
4/16/2007,13-Week Bill,912795ZR5,Direct Bidder,275000,225000
4/16/2007,13-Week Bill,912795ZR5,Indirect Bidder,4143000,3787290
4/16/2007,13-Week Bill,912795ZR5,Total Competitive,38083000,11751102
4/16/2007,26-Week Bill,912795A68,Primary Dealer,31245000,5295841
4/16/2007,26-Week Bill,912795A68,Direct Bidder,626000,419320
4/16/2007,26-Week Bill,912795A68,Indirect Bidder,4845500,4305065
4/16/2007,26-Week Bill,912795A68,Total Competitive,36716500,10020226
4/17/2007,4-Week Bill,912795ZG9,Primary Dealer,29155500,5750300
4/17/2007,4-Week Bill,912795ZG9,Direct Bidder,350000,350000
4/17/2007,4-Week Bill,912795ZG9,Indirect Bidder,2602063,1455063
4/17/2007,4-Week Bill,912795ZG9,Total Competitive,32107563,7555363
4/23/2007,13-Week Bill,912795ZS3,Primary Dealer,31930000,7968908
4/23/2007,13-Week Bill,912795ZS3,Direct Bidder,175000,175000
4/23/2007,13-Week Bill,912795ZS3,Indirect Bidder,3775209,2310209
4/23/2007,13-Week Bill,912795ZS3,Total Competitive,35880209,10454117
4/23/2007,26-Week Bill,912795A76,Primary Dealer,27811405,5808218
4/23/2007,26-Week Bill,912795A76,Direct Bidder,235000,73060
4/23/2007,26-Week Bill,912795A76,Indirect Bidder,4751435,3985950
4/23/2007,26-Week Bill,912795A76,Total Competitive,32797840,9867228
4/24/2007,4-Week Bill,912795ZH7,Primary Dealer,26820000,5158800
4/24/2007,4-Week Bill,912795ZH7,Direct Bidder,670000,670000
4/24/2007,4-Week Bill,912795ZH7,Indirect Bidder,3365148,1363148
4/24/2007,4-Week Bill,912795ZH7,Total Competitive,30855148,7191948
4/24/2007,5-Year TIPS,912828GN4,Primary Dealer,13352000,4360728
4/24/2007,5-Year TIPS,912828GN4,Direct Bidder,61000,36000
4/24/2007,5-Year TIPS,912828GN4,Indirect Bidder,6130000,3542160
4/24/2007,5-Year TIPS,912828GN4,Total Competitive,19543000,7938888
4/25/2007,2-Year Note,912828GP9,Primary Dealer,44125000,9913120
4/25/2007,2-Year Note,912828GP9,Direct Bidder,125000,90000
4/25/2007,2-Year Note,912828GP9,Indirect Bidder,7816000,7295000
4/25/2007,2-Year Note,912828GP9,Total Competitive,52066000,17298120
4/26/2007,5-Year Note,912828GQ7,Primary Dealer,24428000,7804826
4/26/2007,5-Year Note,912828GQ7,Direct Bidder,93000,53000
4/26/2007,5-Year Note,912828GQ7,Indirect Bidder,5017070,4959525
4/26/2007,5-Year Note,912828GQ7,Total Competitive,29538070,12817351
4/30/2007,13-Week Bill,912795ZT1,Primary Dealer,28560000,8091188
4/30/2007,13-Week Bill,912795ZT1,Direct Bidder,290000,242050
4/30/2007,13-Week Bill,912795ZT1,Indirect Bidder,3571935,2585260
4/30/2007,13-Week Bill,912795ZT1,Total Competitive,32421935,10918498
4/30/2007,26-Week Bill,912795A84,Primary Dealer,25340000,6228700
4/30/2007,26-Week Bill,912795A84,Direct Bidder,165000,157200
4/30/2007,26-Week Bill,912795A84,Indirect Bidder,3640000,3458800
4/30/2007,26-Week Bill,912795A84,Total Competitive,29145000,9844700
5/1/2007,4-Week Bill,912795ZJ3,Primary Dealer,27990500,6575625
5/1/2007,4-Week Bill,912795ZJ3,Direct Bidder,200000,200000
5/1/2007,4-Week Bill,912795ZJ3,Indirect Bidder,815690,815690
5/1/2007,4-Week Bill,912795ZJ3,Total Competitive,29006190,7591315
5/7/2007,13-Week Bill,912795ZU8,Primary Dealer,31860000,7565955
5/7/2007,13-Week Bill,912795ZU8,Direct Bidder,198119,148119
5/7/2007,13-Week Bill,912795ZU8,Indirect Bidder,3478780,2982305
5/7/2007,13-Week Bill,912795ZU8,Total Competitive,35536899,10696379
5/7/2007,26-Week Bill,912795A92,Primary Dealer,30935000,6723692
5/7/2007,26-Week Bill,912795A92,Direct Bidder,205678,205678
5/7/2007,26-Week Bill,912795A92,Indirect Bidder,3748725,3074685
5/7/2007,26-Week Bill,912795A92,Total Competitive,34889403,10004055
5/7/2007,3-Year Note,912828GR5,Primary Dealer,30035000,10971920
5/7/2007,3-Year Note,912828GR5,Direct Bidder,69750,29750
5/7/2007,3-Year Note,912828GR5,Indirect Bidder,2944000,2557000
5/7/2007,3-Year Note,912828GR5,Total Competitive,33048750,13558670
5/8/2007,10-Year Note,912828GS3,Primary Dealer,23893000,7137303
5/8/2007,10-Year Note,912828GS3,Direct Bidder,115000,70000
5/8/2007,10-Year Note,912828GS3,Indirect Bidder,5874000,5732000
5/8/2007,10-Year Note,912828GS3,Total Competitive,29882000,12939303
5/8/2007,4-Week Bill,912795ZK0,Primary Dealer,27600000,6329246
5/8/2007,4-Week Bill,912795ZK0,Direct Bidder,325000,325000
5/8/2007,4-Week Bill,912795ZK0,Indirect Bidder,969000,919000
5/8/2007,4-Week Bill,912795ZK0,Total Competitive,28894000,7573246
5/10/2007,29-Year 9-Month Bond,912810PT9,Primary Dealer,9281000,4436465
5/10/2007,29-Year 9-Month Bond,912810PT9,Direct Bidder,46000,43000
5/10/2007,29-Year 9-Month Bond,912810PT9,Indirect Bidder,528000,518000
5/10/2007,29-Year 9-Month Bond,912810PT9,Total Competitive,9855000,4997465
5/14/2007,13-Week Bill,912795ZV6,Primary Dealer,35483000,7689600
5/14/2007,13-Week Bill,912795ZV6,Direct Bidder,275000,191730
5/14/2007,13-Week Bill,912795ZV6,Indirect Bidder,4155000,3708555
5/14/2007,13-Week Bill,912795ZV6,Total Competitive,39913000,11589885
5/14/2007,26-Week Bill,912795B26,Primary Dealer,25060000,7858400
5/14/2007,26-Week Bill,912795B26,Direct Bidder,110000,90000
5/14/2007,26-Week Bill,912795B26,Indirect Bidder,3138860,2804985
5/14/2007,26-Week Bill,912795B26,Total Competitive,28308860,10753385
5/15/2007,4-Week Bill,912795ZL8,Primary Dealer,31480500,11711255
5/15/2007,4-Week Bill,912795ZL8,Direct Bidder,410000,150000
5/15/2007,4-Week Bill,912795ZL8,Indirect Bidder,1766700,1766700
5/15/2007,4-Week Bill,912795ZL8,Total Competitive,33657200,13627955
5/21/2007,13-Week Bill,912795ZW4,Primary Dealer,29753000,6908310
5/21/2007,13-Week Bill,912795ZW4,Direct Bidder,275000,225000
5/21/2007,13-Week Bill,912795ZW4,Indirect Bidder,6173525,5773525
5/21/2007,13-Week Bill,912795ZW4,Total Competitive,36201525,12906835
5/21/2007,26-Week Bill,912795B34,Primary Dealer,27920000,7011015
5/21/2007,26-Week Bill,912795B34,Direct Bidder,60000,35000
5/21/2007,26-Week Bill,912795B34,Indirect Bidder,4042200,3758660
5/21/2007,26-Week Bill,912795B34,Total Competitive,32022200,10804675
5/22/2007,4-Week Bill,912795ZM6,Primary Dealer,42220000,16389100
5/22/2007,4-Week Bill,912795ZM6,Direct Bidder,520000,453634
5/22/2007,4-Week Bill,912795ZM6,Indirect Bidder,2672300,1750550
5/22/2007,4-Week Bill,912795ZM6,Total Competitive,45412300,18593284
5/29/2007,13-Week Bill,912795ZX2,Primary Dealer,31602000,9030085
5/29/2007,13-Week Bill,912795ZX2,Direct Bidder,276050,244145
5/29/2007,13-Week Bill,912795ZX2,Indirect Bidder,3416909,3053100
5/29/2007,13-Week Bill,912795ZX2,Total Competitive,35294959,12327330
5/29/2007,2-Year Note,912828GT1,Primary Dealer,39569000,13066600
5/29/2007,2-Year Note,912828GT1,Direct Bidder,95000,90000
5/29/2007,2-Year Note,912828GT1,Indirect Bidder,5005400,3905400
5/29/2007,2-Year Note,912828GT1,Total Competitive,44669400,17062000
5/29/2007,26-Week Bill,912795B42,Primary Dealer,27822000,8371140
5/29/2007,26-Week Bill,912795B42,Direct Bidder,100000,100000
5/29/2007,26-Week Bill,912795B42,Indirect Bidder,3235393,3050983
5/29/2007,26-Week Bill,912795B42,Total Competitive,31157393,11522123
5/30/2007,4-Week Bill,912795ZN4,Primary Dealer,38250500,12382772
5/30/2007,4-Week Bill,912795ZN4,Direct Bidder,700000,560000
5/30/2007,4-Week Bill,912795ZN4,Indirect Bidder,2548500,2261780
5/30/2007,4-Week Bill,912795ZN4,Total Competitive,41499000,15204552
5/30/2007,5-Year Note,912828GU8,Primary Dealer,30930000,10192520
5/30/2007,5-Year Note,912828GU8,Direct Bidder,165000,115000
5/30/2007,5-Year Note,912828GU8,Indirect Bidder,2559000,2506000
5/30/2007,5-Year Note,912828GU8,Total Competitive,33654000,12813520
5/31/2007,14-Day Bill,912795UA7,Primary Dealer,62400000,23260720
5/31/2007,14-Day Bill,912795UA7,Direct Bidder,1005000,1005000
5/31/2007,14-Day Bill,912795UA7,Indirect Bidder,5620000,2734800
5/31/2007,14-Day Bill,912795UA7,Total Competitive,69025000,27000520
6/4/2007,10-Day Bill,912795UA7,Primary Dealer,44650000,11994265
6/4/2007,10-Day Bill,912795UA7,Direct Bidder,0,0
6/4/2007,10-Day Bill,912795UA7,Indirect Bidder,195000,6299
6/4/2007,10-Day Bill,912795UA7,Total Competitive,44845000,12000564
6/4/2007,13-Week Bill,912795ZY0,Primary Dealer,45130000,8455740
6/4/2007,13-Week Bill,912795ZY0,Direct Bidder,250000,175660
6/4/2007,13-Week Bill,912795ZY0,Indirect Bidder,5205000,4369520
6/4/2007,13-Week Bill,912795ZY0,Total Competitive,50585000,13000920
6/4/2007,26-Week Bill,912795B59,Primary Dealer,37005000,9242273
6/4/2007,26-Week Bill,912795B59,Direct Bidder,135000,110000
6/4/2007,26-Week Bill,912795B59,Indirect Bidder,3220348,2646958
6/4/2007,26-Week Bill,912795B59,Total Competitive,40360348,11999231
6/5/2007,4-Week Bill,912795ZP9,Primary Dealer,32400000,8339445
6/5/2007,4-Week Bill,912795ZP9,Direct Bidder,200000,200000
6/5/2007,4-Week Bill,912795ZP9,Indirect Bidder,1114000,1032225
6/5/2007,4-Week Bill,912795ZP9,Total Competitive,33714000,9571670
6/11/2007,13-Week Bill,912795ZZ7,Primary Dealer,42478000,8926815
6/11/2007,13-Week Bill,912795ZZ7,Direct Bidder,330000,174010
6/11/2007,13-Week Bill,912795ZZ7,Indirect Bidder,4876980,2939803
6/11/2007,13-Week Bill,912795ZZ7,Total Competitive,47684980,12040628
6/11/2007,26-Week Bill,912795B67,Primary Dealer,36525000,8872300
6/11/2007,26-Week Bill,912795B67,Direct Bidder,405000,405000
6/11/2007,26-Week Bill,912795B67,Indirect Bidder,2906544,2600219
6/11/2007,26-Week Bill,912795B67,Total Competitive,39836544,11877519
6/12/2007,4-Week Bill,912795ZQ7,Primary Dealer,29594500,6376460
6/12/2007,4-Week Bill,912795ZQ7,Direct Bidder,250000,250000
6/12/2007,4-Week Bill,912795ZQ7,Indirect Bidder,981700,981700
6/12/2007,4-Week Bill,912795ZQ7,Total Competitive,30826200,7608160
6/12/2007,9-Year 11-Month Note,912828GS3,Primary Dealer,17690000,6972412
6/12/2007,9-Year 11-Month Note,912828GS3,Direct Bidder,174000,124000
6/12/2007,9-Year 11-Month Note,912828GS3,Indirect Bidder,2540000,871490
6/12/2007,9-Year 11-Month Note,912828GS3,Total Competitive,20404000,7967902
6/18/2007,13-Week Bill,912795A27,Primary Dealer,32925000,9505160
6/18/2007,13-Week Bill,912795A27,Direct Bidder,280000,227715
6/18/2007,13-Week Bill,912795A27,Indirect Bidder,2318250,2318250
6/18/2007,13-Week Bill,912795A27,Total Competitive,35523250,12051125
6/18/2007,26-Week Bill,912795B75,Primary Dealer,29798000,9058400
6/18/2007,26-Week Bill,912795B75,Direct Bidder,125000,115160
6/18/2007,26-Week Bill,912795B75,Indirect Bidder,3241000,3071320
6/18/2007,26-Week Bill,912795B75,Total Competitive,33164000,12244880
6/19/2007,4-Week Bill,912795ZR5,Primary Dealer,27086000,6817336
6/19/2007,4-Week Bill,912795ZR5,Direct Bidder,250000,200000
6/19/2007,4-Week Bill,912795ZR5,Indirect Bidder,597400,597400
6/19/2007,4-Week Bill,912795ZR5,Total Competitive,27933400,7614736
6/25/2007,13-Week Bill,912795A35,Primary Dealer,35279500,8448625
6/25/2007,13-Week Bill,912795A35,Direct Bidder,260000,135000
6/25/2007,13-Week Bill,912795A35,Indirect Bidder,2922165,2722165
6/25/2007,13-Week Bill,912795A35,Total Competitive,38461665,11305790
6/25/2007,26-Week Bill,912795B83,Primary Dealer,30283000,6200278
6/25/2007,26-Week Bill,912795B83,Direct Bidder,295000,275000
6/25/2007,26-Week Bill,912795B83,Indirect Bidder,4984900,4934900
6/25/2007,26-Week Bill,912795B83,Total Competitive,35562900,11410178
6/26/2007,2-Year Note,912828GV6,Primary Dealer,43428000,11993070
6/26/2007,2-Year Note,912828GV6,Direct Bidder,345000,205000
6/26/2007,2-Year Note,912828GV6,Indirect Bidder,5735000,4937055
6/26/2007,2-Year Note,912828GV6,Total Competitive,49508000,17135125
6/26/2007,4-Week Bill,912795ZS3,Primary Dealer,31760500,8353316
6/26/2007,4-Week Bill,912795ZS3,Direct Bidder,600000,221970
6/26/2007,4-Week Bill,912795ZS3,Indirect Bidder,1775000,1675000
6/26/2007,4-Week Bill,912795ZS3,Total Competitive,34135500,10250286
